BALL_INFO_PAR_PERFECT,"PAR PERFECT builds the metronome of golf balls—predictable above everything else. A steady bounce and a little wind resistance, but it checks up short and won't spin much for you either.",PAR PERFECTはメトロノームのような安定性を追求するブランド。跳ね方は読みやすく風にも少し強いが、ランは短めでスピンも控えめ。
BALL_INFO_FYLOE_SOFT,"FYLOE's Soft line is all about feel—a soft cover that grabs the face and spins hard. It checks up fast on the green, but you give away distance and a little liveliness off the bounce to get it.",FYLOEのSoftシリーズはフィーリング重視。柔らかいカバーがフェースに食いつき、強烈なスピンを生む。グリーンでは素早く止まるが、飛距離と跳ねの勢いは犠牲になる。
BALL_INFO_ACE_ATTIRE,"ACE ATTIRE is a fashion house first and a ball maker second—this one is all swagger. Long and lively with plenty of run-out, but it gets shoved around in the wind and barely spins at all.",ACE ATTIREは本業がファッションブランドで、このボールも見た目通りの派手さ。よく飛びよく跳ねよく転がるが、風にはめっぽう弱く、スピンはほとんどかからない。
BALL_INFO_BIRDIE_V1,"BIRDIE's V1 is the entry-level distance ball found in every pro-shop basket. It goes a little farther and holds its line in a breeze, but there is almost no feel—don't expect it to check or shape.",BIRDIE V1はどのプロショップにも並ぶ入門用のディスタンスボール。少し飛び、そよ風程度なら直進性も保つが、フィーリングは皆無で、止めることも曲げることも苦手。
BALL_INFO_GOLFIN_MK2,"Golfin's MK2 is the house ball's distance evolution. More power, a livelier bounce and a touch more roll than the standard Golfin—paid for almost entirely in spin.",Golfin MK2は標準Golfinボールのディスタンス進化版。パワーと跳ねが増し、ランも少し伸びるが、その代償はほぼすべてスピンで支払っている。
BALL_INFO_GF,"G&F has been making tour balls since before most of these brands existed. Rock-solid off the bounce and unbothered by wind, with modest power; it settles where it lands rather than running out, and it isn't a big spinner.",G&Fは他のブランドが生まれる前からツアーボールを作り続けてきた老舗。跳ねは安定し風にも強く、パワーは控えめ。落ちた場所に収まるタイプで、スピンは多くない。
BALL_INFO_TIFTO,"TIFTO makes golf balls the way it makes tools—hard, functional, no frills. This one is lively off the bounce and runs a long way after landing, but it will not stop for anybody and has almost no spin.",TIFTOは工具を作るようにゴルフボールを作るブランド。硬く機能的で飾り気がない。跳ねは強くランも長いが、止まってはくれず、スピンもほとんどかからない。
BALL_INFO_FAIRLOFT,"FAIRLOFT's Japanese engineers chase a high, soft ball flight. It cuts through the wind, lands quietly and checks hard with plenty of spin—at the cost of a little power and a dead bounce.",日本のFAIRLOFTが追い求めるのは高くて柔らかい弾道。風を切り裂き、静かに着地して強いスピンでピタリと止まるが、パワーと跳ねの勢いは少し失われる。
BALL_INFO_FYLOE_AIM,FYLOE's Aim is a point-and-shoot ball: it holds its line through the wind better than almost anything at this price. The flip side is that it refuses to curve—spin is not on the menu.,FYLOE Aimは狙って打つだけのボール。この価格帯では随一の耐風性能で、狙った線を保つ。その裏返しとしてほとんど曲がらず、スピンは期待できない。
BALL_INFO_CLOVER_PRO,"CLOVER PRO is the pro-shop staple with the lucky four-leaf mark. Mildly better than the default at power, bounce, wind and roll, and mildly worse at the one thing that makes a ball talk: spin.",CLOVER PROは幸運の四つ葉マークでおなじみのプロショップ定番。パワー・跳ね・耐風・ランのすべてが標準をわずかに上回り、唯一スピンだけがはっきり劣る。
